qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	sscinames	stitle	sblastnames
comp56417_c1_seq6	sp|P21328|RTJK_DROME	38.82	85	52	0	312	58	516	600	1e-08	55.8	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56418_c1_seq1	sp|Q9T6R9|CYB_PELNI	82.49	377	66	0	7938	9068	1	377	9e-179	 560	N/A	Cytochrome b OS=Pelophylax nigromaculatus GN=mt-cyb PE=3 SV=1	N/A
comp56419_c0_seq1	sp|P00160|CYB_XENLA	80.37	377	74	0	1194	64	1	377	0.0	 560	N/A	Cytochrome b OS=Xenopus laevis GN=mt-cyb PE=3 SV=2	N/A
comp56419_c0_seq2	sp|P00160|CYB_XENLA	80.37	377	74	0	1324	194	1	377	0.0	 560	N/A	Cytochrome b OS=Xenopus laevis GN=mt-cyb PE=3 SV=2	N/A
comp56419_c0_seq3	sp|Q35539|COX3_PETMA	74.61	256	65	0	1394	627	6	261	4e-112	 338	N/A	Cytochrome c oxidase subunit 3 OS=Petromyzon marinus GN=MT-CO3 PE=3 SV=1	N/A
comp56419_c0_seq4	sp|Q35539|COX3_PETMA	74.61	256	65	0	1636	869	6	261	5e-111	 338	N/A	Cytochrome c oxidase subunit 3 OS=Petromyzon marinus GN=MT-CO3 PE=3 SV=1	N/A
comp56419_c0_seq5	sp|Q9ZZ45|NU4M_SQUAC	62.42	149	56	0	466	20	202	350	1e-59	 197	N/A	NADH-ubiquinone oxidoreductase chain 4 OS=Squalus acanthias GN=MT-ND4 PE=3 SV=1	N/A
comp56419_c0_seq6	sp|P00160|CYB_XENLA	80.37	377	74	0	1324	194	1	377	0.0	 560	N/A	Cytochrome b OS=Xenopus laevis GN=mt-cyb PE=3 SV=2	N/A
comp56419_c0_seq7	sp|Q35539|COX3_PETMA	74.61	256	65	0	1876	1109	6	261	5e-110	 338	N/A	Cytochrome c oxidase subunit 3 OS=Petromyzon marinus GN=MT-CO3 PE=3 SV=1	N/A
comp56419_c0_seq8	sp|O03174|NU5M_LATCH	55.19	549	239	3	1628	3	48	596	0.0	 552	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Latimeria chalumnae GN=MT-ND5 PE=3 SV=1	N/A
comp56419_c0_seq9	sp|O79410|NU4M_SCYCA	56.15	317	139	0	953	3	136	452	8e-110	 334	N/A	NADH-ubiquinone oxidoreductase chain 4 OS=Scyliorhinus canicula GN=MTND4 PE=3 SV=1	N/A
comp56419_c0_seq10	sp|P55783|NU6M_GADMO	54.84	155	60	3	154	594	21	173	1e-09	58.9	N/A	NADH-ubiquinone oxidoreductase chain 6 OS=Gadus morhua GN=MT-ND6 PE=3 SV=1	N/A
comp56419_c0_seq11	sp|O79410|NU4M_SCYCA	56.39	321	140	0	1203	241	136	456	6e-111	 340	N/A	NADH-ubiquinone oxidoreductase chain 4 OS=Scyliorhinus canicula GN=MTND4 PE=3 SV=1	N/A
comp56419_c0_seq12	sp|Q9ZZ43|NU6M_SQUAC	69.86	73	22	0	154	372	21	93	5e-09	55.1	N/A	NADH-ubiquinone oxidoreductase chain 6 OS=Squalus acanthias GN=MT-ND6 PE=3 SV=1	N/A
comp56419_c0_seq13	sp|P92665|COX3_MACRO	60.87	69	27	0	221	15	6	74	1e-21	89.4	N/A	Cytochrome c oxidase subunit 3 OS=Macropus robustus GN=MT-CO3 PE=3 SV=1	N/A
comp56419_c0_seq14	sp|P00160|CYB_XENLA	80.37	377	74	0	1194	64	1	377	0.0	 560	N/A	Cytochrome b OS=Xenopus laevis GN=mt-cyb PE=3 SV=2	N/A
comp56420_c0_seq1	sp|P21328|RTJK_DROME	29.97	357	231	7	1555	515	435	782	3e-31	 136	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56420_c0_seq2	sp|P21328|RTJK_DROME	29.97	357	231	7	1555	515	435	782	3e-31	 136	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56421_c0_seq3	sp|P03934|TC1A_CAEEL	46.39	97	52	0	305	15	33	129	9e-23	93.6	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56421_c0_seq4	sp|Q04202|TCB2_CAEBR	44.74	76	38	1	432	205	152	223	1e-16	76.3	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56421_c0_seq4	sp|Q04202|TCB2_CAEBR	34.29	35	23	0	176	72	234	268	1e-16	29.6	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56422_c3_seq1	sp|Q9NBX4|RTXE_DROME	34.80	227	136	4	710	42	436	654	2e-19	95.1	N/A	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1	N/A
comp56422_c3_seq2	sp|Q95SX7|RTBS_DROME	28.76	226	133	9	1313	672	632	841	4e-08	59.7	N/A	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1	N/A
comp56422_c3_seq3	sp|P21329|RTJK_DROFU	32.37	346	218	8	1907	894	436	773	1e-21	 105	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila funebris GN=jockey\pol PE=1 SV=1	N/A
comp56424_c0_seq2	sp|P03934|TC1A_CAEEL	41.98	131	76	0	63	455	2	132	2e-41	 109	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56424_c0_seq2	sp|P03934|TC1A_CAEEL	33.62	116	73	1	446	793	130	241	2e-41	81.6	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56424_c0_seq3	sp|Q04202|TCB2_CAEBR	36.96	92	54	1	53	328	132	219	2e-17	78.6	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56426_c0_seq1	sp|P21328|RTJK_DROME	35.55	211	123	5	619	5	441	644	8e-17	87.4	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56427_c0_seq1	sp|P35072|TCB1_CAEBR	36.94	222	132	2	663	1	2	216	4e-44	 159	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56428_c0_seq2	sp|Q80WQ9|ZBED4_MOUSE	45.61	57	31	0	210	380	108	164	3e-09	58.9	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56428_c0_seq2	sp|Q80WQ9|ZBED4_MOUSE	42.65	68	38	1	231	434	558	624	4e-09	58.5	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56428_c0_seq2	sp|Q80WQ9|ZBED4_MOUSE	48.00	50	26	0	231	380	285	334	4e-09	58.5	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56428_c0_seq3	sp|Q80WQ9|ZBED4_MOUSE	36.94	111	69	1	1	333	646	755	2e-19	87.8	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56428_c0_seq4	sp|Q80WQ9|ZBED4_MOUSE	37.36	91	57	0	1	273	646	736	3e-15	75.1	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56428_c0_seq5	sp|Q80WQ9|ZBED4_MOUSE	45.61	57	31	0	132	302	108	164	2e-09	58.5	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56428_c0_seq5	sp|Q80WQ9|ZBED4_MOUSE	42.65	68	38	1	153	356	558	624	5e-09	57.4	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56428_c0_seq5	sp|Q80WQ9|ZBED4_MOUSE	48.00	50	26	0	153	302	285	334	9e-09	56.6	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56430_c0_seq4	sp|Q9NBX4|RTXE_DROME	25.86	290	185	8	787	1593	314	594	4e-13	76.3	N/A	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1	N/A
comp56430_c0_seq5	sp|P21328|RTJK_DROME	36.80	125	78	1	672	1046	477	600	1e-13	76.3	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56430_c0_seq11	sp|P21328|RTJK_DROME	36.80	125	78	1	194	568	477	600	3e-14	75.5	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56431_c0_seq1	sp|P03934|TC1A_CAEEL	50.00	52	22	1	157	2	172	219	2e-10	58.5	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56431_c0_seq2	sp|P35072|TCB1_CAEBR	44.62	130	72	0	419	30	33	162	3e-33	 126	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56432_c0_seq2	sp|P21328|RTJK_DROME	28.73	355	229	7	1071	67	381	731	8e-32	 135	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56432_c0_seq3	sp|P21328|RTJK_DROME	27.59	464	308	10	1904	585	381	840	9e-37	 153	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56433_c0_seq1	sp|P35072|TCB1_CAEBR	39.07	279	162	2	6412	7245	2	273	2e-55	 201	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56433_c0_seq2	sp|P35072|TCB1_CAEBR	39.07	279	162	2	6394	7227	2	273	2e-55	 201	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56434_c0_seq1	sp|P35072|TCB1_CAEBR	38.62	246	149	2	466	1200	3	247	7e-53	 184	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56434_c0_seq2	sp|P35072|TCB1_CAEBR	39.71	272	162	2	466	1278	3	273	2e-61	 207	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56435_c0_seq1	sp|P21328|RTJK_DROME	30.13	312	207	5	1837	917	477	782	2e-22	 107	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56435_c1_seq3	sp|P21328|RTJK_DROME	32.62	328	206	6	378	1331	460	782	2e-30	 129	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56436_c0_seq1	sp|P35072|TCB1_CAEBR	39.71	272	162	2	950	138	3	273	6e-62	 206	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56436_c0_seq2	sp|P35072|TCB1_CAEBR	39.71	272	162	2	950	138	3	273	2e-60	 207	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56437_c0_seq1	sp|P03934|TC1A_CAEEL	45.06	162	89	0	756	1241	33	194	7e-51	 154	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56437_c0_seq1	sp|P03934|TC1A_CAEEL	47.14	70	37	0	1265	1474	199	268	7e-51	69.3	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56437_c0_seq3	sp|P35072|TCB1_CAEBR	48.57	70	36	0	82	291	199	268	8e-14	70.9	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56437_c0_seq4	sp|P03934|TC1A_CAEEL	45.06	162	89	0	193	678	33	194	7e-51	 154	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56437_c0_seq4	sp|P03934|TC1A_CAEEL	47.14	70	37	0	702	911	199	268	7e-51	69.3	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56438_c0_seq6	sp|Q04202|TCB2_CAEBR	32.72	217	138	4	87	728	62	273	1e-28	 117	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56439_c1_seq1	sp|Q80WQ9|ZBED4_MOUSE	29.21	202	110	8	168	770	991	1160	2e-10	66.2	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56439_c1_seq5	sp|Q80WQ9|ZBED4_MOUSE	29.21	202	110	8	168	770	991	1160	6e-11	66.2	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56439_c1_seq6	sp|Q80WQ9|ZBED4_MOUSE	35.42	96	59	2	146	430	1067	1160	4e-09	60.5	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56439_c1_seq7	sp|Q80WQ9|ZBED4_MOUSE	35.42	96	59	2	146	430	1067	1160	1e-09	60.5	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56439_c1_seq10	sp|D2EAC2|ZBED6_MOUSE	34.12	85	53	1	309	64	538	622	7e-07	52.0	N/A	Zinc finger BED domain-containing protein 6 OS=Mus musculus GN=Zbed6 PE=1 SV=1	N/A
comp56870_c0_seq1	sp|P07928|VGA_BPS13	98.47	522	8	0	1377	2942	1	522	0.0	1050	N/A	A' protein OS=Enterobacteria phage S13 GN=A PE=4 SV=1	N/A
comp57339_c0_seq1	sp|P03641|F_BPPHS	100.00	427	0	0	4114	2834	1	427	0.0	 895	N/A	Capsid protein F OS=Enterobacteria phage phiX174 (Isolate Sanger) GN=F PE=1 SV=2	N/A
comp57991_c0_seq1	sp|P24801|ANX2B_XENLA	95.00	40	2	0	3	122	301	340	1e-18	82.0	N/A	Annexin A2-B OS=Xenopus laevis GN=anxa2-b PE=2 SV=3	N/A
comp59743_c0_seq1	sp|P03922|NU5M_XENLA	39.68	63	36	1	18	206	516	576	2e-06	48.1	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Xenopus laevis GN=mt-nd5 PE=3 SV=1	N/A
comp59809_c0_seq1	sp|O03570|ATP6_TROHI	86.21	87	12	0	60	320	79	165	5e-28	 106	N/A	ATP synthase subunit a (Fragment) OS=Tropidurus hispidus GN=MT-ATP6 PE=3 SV=1	N/A
comp60083_c0_seq1	sp|A8E627|ENDUD_XENLA	81.48	81	15	0	13	255	225	305	1e-43	 150	N/A	Poly(U)-specific endoribonuclease-D OS=Xenopus laevis GN=endou-d PE=2 SV=1	N/A
comp65348_c0_seq1	sp|Q5ZIA5|COPB_CHICK	89.06	64	7	0	1	192	735	798	9e-30	 115	N/A	Coatomer subunit beta OS=Gallus gallus GN=COPB1 PE=2 SV=1	N/A
comp68238_c0_seq1	sp|P03922|NU5M_XENLA	46.02	113	54	2	1	324	429	539	4e-21	91.7	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Xenopus laevis GN=mt-nd5 PE=3 SV=1	N/A
comp69678_c0_seq1	sp|Q8VDN2|AT1A1_MOUSE	96.08	102	4	0	17	322	736	837	2e-58	 198	N/A	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus GN=Atp1a1 PE=1 SV=1	N/A
comp71803_c0_seq1	sp|Q5R710|HS90B_PONAB	82.76	29	5	0	90	176	696	724	3e-06	48.1	N/A	Heat shock protein HSP 90-beta OS=Pongo abelii GN=HSP90AB1 PE=2 SV=1	N/A
comp72142_c0_seq1	sp|P98021|COX2_SIMVI	75.00	32	8	0	121	216	80	111	9e-09	53.1	N/A	Cytochrome c oxidase subunit 2 OS=Simulium vittatum GN=COII PE=3 SV=1	N/A
comp72400_c0_seq1	sp|P34058|HS90B_RAT	98.39	62	1	0	126	311	276	337	2e-36	 135	N/A	Heat shock protein HSP 90-beta OS=Rattus norvegicus GN=Hsp90ab1 PE=1 SV=4	N/A
comp72569_c0_seq1	sp|P18709|VITA2_XENLA	65.96	94	32	0	1	282	103	196	6e-40	 146	N/A	Vitellogenin-A2 OS=Xenopus laevis PE=1 SV=1	N/A
comp72769_c0_seq1	sp|O14880|MGST3_HUMAN	82.09	67	12	0	3	203	30	96	2e-34	 120	N/A	Microsomal glutathione S-transferase 3 OS=Homo sapiens GN=MGST3 PE=1 SV=1	N/A
comp76374_c0_seq1	sp|Q28153|CELA1_BOVIN	72.41	58	16	0	2	175	209	266	1e-20	87.0	N/A	Chymotrypsin-like elastase family member 1 OS=Bos taurus GN=CELA1 PE=2 SV=1	N/A
comp83226_c0_seq1	sp|P55779|NU1M_GADMO	88.89	36	4	0	104	211	267	302	5e-13	65.9	N/A	NADH-ubiquinone oxidoreductase chain 1 OS=Gadus morhua GN=MT-ND1 PE=3 SV=1	N/A
comp89710_c0_seq1	sp|P09572|AT1A1_CHICK	96.08	51	2	0	3	155	971	1021	9e-32	 121	N/A	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Gallus gallus GN=ATP1A1 PE=2 SV=1	N/A
comp89909_c0_seq1	sp|P00407|COX2_XENLA	71.30	115	33	0	4	348	107	221	3e-57	 183	N/A	Cytochrome c oxidase subunit 2 OS=Xenopus laevis GN=mt-co2 PE=3 SV=1	N/A
comp96501_c0_seq1	sp|P11682|APOB_CHICK	33.85	130	86	0	18	407	57	186	1e-16	79.7	N/A	Apolipoprotein B (Fragment) OS=Gallus gallus GN=APOB PE=2 SV=1	N/A
comp98608_c0_seq1	sp|Q9PTY0|ATPB_CYPCA	57.75	71	24	2	2	214	2	66	3e-08	53.5	N/A	ATP synthase subunit beta, mitochondrial OS=Cyprinus carpio GN=atp5b PE=2 SV=1	N/A
comp98829_c0_seq1	sp|P83053|AMYP_STRCA	75.81	62	15	0	11	196	436	497	1e-25	 102	N/A	Pancreatic alpha-amylase OS=Struthio camelus PE=1 SV=1	N/A
comp100097_c0_seq1	sp|P18709|VITA2_XENLA	44.44	63	34	1	15	200	971	1033	2e-09	57.4	N/A	Vitellogenin-A2 OS=Xenopus laevis PE=1 SV=1	N/A
comp101493_c0_seq1	sp|Q9JJS8|MASP2_RAT	55.36	56	25	0	18	185	245	300	6e-14	69.7	N/A	Mannan-binding lectin serine protease 2 OS=Rattus norvegicus GN=Masp2 PE=1 SV=2	N/A
comp102632_c0_seq1	sp|P81004|VDAC2_XENLA	95.00	80	4	0	1	240	50	129	7e-48	 159	N/A	Voltage-dependent anion-selective channel protein 2 OS=Xenopus laevis GN=vdac2 PE=1 SV=1	N/A
comp110465_c0_seq1	sp|Q8TGM6|TAR1_YEAST	68.89	45	14	0	178	44	32	76	4e-11	60.1	N/A	Protein TAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAR1 PE=2 SV=1	N/A
comp110832_c0_seq1	sp|P23667|CO3_XENLA	62.77	94	35	0	47	328	3	96	1e-34	 127	N/A	Complement C3 (Fragment) OS=Xenopus laevis GN=c3 PE=2 SV=2	N/A
comp111732_c0_seq1	sp|Q92193|ACT_CRAVI	96.55	87	3	0	2	262	49	135	1e-54	 176	N/A	Actin (Fragment) OS=Crassostrea virginica PE=2 SV=1	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	60.47	43	17	0	86	214	2944	2986	8e-12	64.3	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	58.14	43	18	0	86	214	1743	1785	2e-11	63.2	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	58.14	43	18	0	86	214	3377	3419	2e-11	63.2	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	55.81	43	19	0	86	214	2116	2158	1e-10	61.2	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	55.81	43	19	0	86	214	4003	4045	2e-10	60.5	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	55.81	43	19	0	86	214	2646	2688	4e-10	59.3	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	41.86	43	25	0	86	214	1383	1425	6e-06	47.0	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	46.15	39	21	0	98	214	1582	1620	8e-06	46.6	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114603_c0_seq1	sp|P98088|MUC5A_HUMAN	46.15	39	21	0	98	214	1955	1993	8e-06	46.6	N/A	Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3	N/A
comp114624_c0_seq1	sp|P15085|CBPA1_HUMAN	57.53	73	29	1	3	221	53	123	1e-21	90.5	N/A	Carboxypeptidase A1 OS=Homo sapiens GN=CPA1 PE=1 SV=2	N/A
comp124454_c0_seq1	sp|Q7SXN5|DNM1L_DANRE	92.00	25	2	0	120	46	98	122	1e-08	55.5	N/A	Dynamin-1-like protein OS=Danio rerio GN=dnm1l PE=2 SV=1	N/A
comp126669_c0_seq1	sp|Q9BZE4|NOG1_HUMAN	77.42	124	28	0	3	374	417	540	8e-31	 119	N/A	Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3	N/A
comp127608_c0_seq1	sp|P81942|GSTP1_BUFBU	96.43	28	1	0	1	84	182	209	7e-11	59.3	N/A	Glutathione S-transferase P 1 OS=Bufo bufo PE=1 SV=1	N/A
comp129283_c0_seq1	sp|Q98TR7|RS16_HETFO	93.67	79	5	0	1	237	68	146	4e-45	 150	N/A	40S ribosomal protein S16 OS=Heteropneustes fossilis GN=rps16 PE=2 SV=1	N/A
comp131224_c0_seq1	sp|Q6PBF0|RL8_XENTR	91.25	80	7	0	1	240	7	86	3e-44	 149	N/A	60S ribosomal protein L8 OS=Xenopus tropicalis GN=rpl8 PE=2 SV=3	N/A
comp131946_c0_seq1	sp|P51465|HBAB_LITCT	70.80	113	33	0	2	340	30	142	2e-48	 159	N/A	Hemoglobin subunit alpha-B OS=Lithobates catesbeiana PE=1 SV=2	N/A
comp132771_c0_seq1	sp|Q8NBX0|SCPDL_HUMAN	78.38	37	8	0	1	111	392	428	2e-12	65.5	N/A	Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1	N/A
comp136253_c0_seq1	sp|P00735|THRB_BOVIN	59.38	64	26	0	11	202	98	161	2e-22	93.6	N/A	Prothrombin OS=Bos taurus GN=F2 PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	40.91	88	45	4	17	268	732	816	7e-08	53.5	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	37.50	88	48	3	17	268	3457	3541	9e-08	53.1	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	39.39	99	40	5	23	268	1825	1920	1e-07	53.1	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	35.00	100	48	4	17	268	2212	2310	1e-07	52.8	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	37.89	95	44	4	17	268	4427	4517	4e-07	51.2	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	36.11	108	40	5	32	268	2470	2577	5e-07	50.8	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	38.64	88	47	4	17	268	860	944	7e-07	50.4	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	34.95	103	44	4	17	268	3119	3217	1e-06	50.1	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	40.91	88	45	4	17	268	4299	4383	1e-06	49.7	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	35.64	101	45	5	17	268	2085	2182	2e-06	49.3	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	33.00	100	50	4	17	268	1223	1321	2e-06	48.9	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	35.64	101	45	5	17	268	1890	1987	3e-06	48.5	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	33.64	110	42	4	32	268	2852	2961	4e-06	48.1	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp138267_c0_seq1	sp|Q09666|AHNK_HUMAN	37.78	90	40	4	29	265	4774	4858	7e-06	47.4	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp142756_c0_seq1	sp|P27216|ANX13_HUMAN	60.00	45	18	0	2	136	263	307	4e-11	61.6	N/A	Annexin A13 OS=Homo sapiens GN=ANXA13 PE=1 SV=3	N/A
comp148506_c0_seq1	sp|Q6PBC4|RS4_XENTR	97.26	73	2	0	23	241	84	156	3e-44	 149	N/A	40S ribosomal protein S4 OS=Xenopus tropicalis GN=rps4 PE=2 SV=3	N/A
comp151278_c0_seq1	sp|P17665|COX7C_MOUSE	78.33	60	12	1	40	219	1	59	5e-28	 103	N/A	Cytochrome c oxidase subunit 7C, mitochondrial OS=Mus musculus GN=Cox7c PE=1 SV=1	N/A
